Epoch,Data
282,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3356713642085487, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 282, '_last_lr': [2.5e-05]}}"
283,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3356713642085487, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 283, '_last_lr': [1.25e-05]}}"
284,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32875789141280365, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 284, '_last_lr': [1.25e-05]}}"
285,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3271218865625022, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 285, '_last_lr': [1.25e-05]}}"
286,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32407943260450917, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 286, '_last_lr': [1.25e-05]}}"
287,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32407943260450917, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 287, '_last_lr': [1.25e-05]}}"
288,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32407943260450917, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 288, '_last_lr': [1.25e-05]}}"
289,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32269676235422606, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 289, '_last_lr': [1.25e-05]}}"
290,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32269676235422606, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 290, '_last_lr': [1.25e-05]}}"
291,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32169833441199663, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 291, '_last_lr': [1.25e-05]}}"
292,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.32034420092756943, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 292, '_last_lr': [1.25e-05]}}"
293,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3192801316982514, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 293, '_last_lr': [1.25e-05]}}"
294,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3159615293567849, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 294, '_last_lr': [1.25e-05]}}"
295,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3159615293567849, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 295, '_last_lr': [1.25e-05]}}"
296,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.315426987263315, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 296, '_last_lr': [1.25e-05]}}"
297,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.315426987263315, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 297, '_last_lr': [1.25e-05]}}"
298,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.315426987263315, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 298, '_last_lr': [1.25e-05]}}"
299,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31268058218335415, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 299, '_last_lr': [1.25e-05]}}"
300,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31268058218335415, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 300, '_last_lr': [1.25e-05]}}"
301,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31268058218335415, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 301, '_last_lr': [1.25e-05]}}"
302,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31268058218335415, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 302, '_last_lr': [1.25e-05]}}"
303,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31268058218335415, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 303, '_last_lr': [1.25e-05]}}"
304,"{'lr': 1.25e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31268058218335415, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 304, '_last_lr': [1.25e-05]}}"
305,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31268058218335415, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 305, '_last_lr': [6.25e-06]}}"
306,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31212414041973724, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 306, '_last_lr': [6.25e-06]}}"
307,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.31212414041973724, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 307, '_last_lr': [6.25e-06]}}"
308,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30801183314739133, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 308, '_last_lr': [6.25e-06]}}"
309,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30536114586075896, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 309, '_last_lr': [6.25e-06]}}"
310,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30536114586075896, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 310, '_last_lr': [6.25e-06]}}"
311,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30536114586075896, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 311, '_last_lr': [6.25e-06]}}"
312,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30352424295646063, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 312, '_last_lr': [6.25e-06]}}"
313,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30352424295646063, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 313, '_last_lr': [6.25e-06]}}"
314,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30352424295646063, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 314, '_last_lr': [6.25e-06]}}"
315,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30352424295646063, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 315, '_last_lr': [6.25e-06]}}"
316,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30352424295646063, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 316, '_last_lr': [6.25e-06]}}"
317,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.30352424295646063, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 317, '_last_lr': [6.25e-06]}}"
318,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 318, '_last_lr': [6.25e-06]}}"
319,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 319, '_last_lr': [6.25e-06]}}"
320,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 320, '_last_lr': [6.25e-06]}}"
321,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 321, '_last_lr': [6.25e-06]}}"
322,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 322, '_last_lr': [6.25e-06]}}"
323,"{'lr': 6.25e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 323, '_last_lr': [6.25e-06]}}"
324,"{'lr': 3.125e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 324, '_last_lr': [3.125e-06]}}"
325,"{'lr': 3.125e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 325, '_last_lr': [3.125e-06]}}"
326,"{'lr': 3.125e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 326, '_last_lr': [3.125e-06]}}"
327,"{'lr': 3.125e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 327, '_last_lr': [3.125e-06]}}"
328,"{'lr': 3.125e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 328, '_last_lr': [3.125e-06]}}"
329,"{'lr': 3.125e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 329, '_last_lr': [3.125e-06]}}"
330,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 330, '_last_lr': [1.5625e-06]}}"
331,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29695270497256576, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 331, '_last_lr': [1.5625e-06]}}"
332,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2967739132035097, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 332, '_last_lr': [1.5625e-06]}}"
333,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2967739132035097, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 333, '_last_lr': [1.5625e-06]}}"
334,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2967739132035097, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 334, '_last_lr': [1.5625e-06]}}"
335,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29600137251287334, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 335, '_last_lr': [1.5625e-06]}}"
336,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29600137251287334, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 336, '_last_lr': [1.5625e-06]}}"
337,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29600137251287334, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 337, '_last_lr': [1.5625e-06]}}"
338,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29600137251287334, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 338, '_last_lr': [1.5625e-06]}}"
339,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29600137251287334, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 339, '_last_lr': [1.5625e-06]}}"
340,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.29600137251287334, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 340, '_last_lr': [1.5625e-06]}}"
341,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 341, '_last_lr': [1.5625e-06]}}"
342,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 342, '_last_lr': [1.5625e-06]}}"
343,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 343, '_last_lr': [1.5625e-06]}}"
344,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 344, '_last_lr': [1.5625e-06]}}"
345,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 345, '_last_lr': [1.5625e-06]}}"
346,"{'lr': 1.5625e-06, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 346, '_last_lr': [1.5625e-06]}}"
347,"{'lr': 7.8125e-07, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 347, '_last_lr': [7.8125e-07]}}"
348,"{'lr': 7.8125e-07, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 348, '_last_lr': [7.8125e-07]}}"
349,"{'lr': 7.8125e-07, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 349, '_last_lr': [7.8125e-07]}}"
350,"{'lr': 7.8125e-07, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 350, '_last_lr': [7.8125e-07]}}"
351,"{'lr': 7.8125e-07, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.2938099635704871, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 351, '_last_lr': [7.8125e-07]}}"
